full_name,goals_scored,assists,total_points,minutes,goals_conceded,creativity,influence,threat,bonus,bps,ict_index,clean_sheets,red_cards,yellow_cards,selected_by_percent,id
Peter Crouch,12,5,152,2894,50,582.0999999999999,635.8,1054.0,13,487,226.7,6,0,7,5.8,683
Petr Cech,0,0,258,6136,85,0.1,1542.1999999999998,0.0,9,1287,153.9,23,0,3,18.2,4
Phil Bardsley,0,0,60,2293,30,264.2,384.4,86.0,0,367,73.69999999999999,7,1,9,0.4,657
Phil Foden,0,1,8,45,1,32.1,29.2,10.0,0,31,7.1,0,0,0,0.0,492
Phil Jagielka,3,3,164,4314,71,95.80000000000001,1280.6,386.0,21,948,176.3,12,1,6,10.2,267
Phil Jones,0,0,171,3557,25,71.80000000000001,924.2,101.0,23,916,109.9,20,0,4,5.9,509
Philip Billing,0,0,22,755,11,58.6,111.4,26.0,0,98,19.3,3,0,3,0.2,175
Pierre-Emerick Aubameyang,10,4,87,1056,15,207.1,484.0,580.0,12,354,127.1,4,0,0,14.0,616
Pierre-Emile Højbjerg,0,0,77,2966,46,563.4,488.6,364.0,0,493,141.7,9,0,8,2.0,633
Rafael Camacho,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,641
Ragnar Klavan,1,0,121,2859,34,117.5,665.4,121.0,13,676,90.6,11,0,3,2.4,694
Raheem Sterling,25,31,378,5093,50,1526.5,1496.8,2658.0,30,1169,567.4,22,1,10,38.2,475
Rajiv van La Parra,3,0,74,2131,36,261.6,322.6,544.0,3,240,112.7,6,1,3,0.4,173
Ramadan Sobhi,2,3,87,2082,41,375.20000000000005,342.2,355.0,3,377,106.6,7,0,4,1.0,831
Reece Oxford,0,0,1,4,0,0.0,3.0,0.0,0,2,0.3,0,0,0,0.3,1066
Reiss Nelson,0,0,5,144,3,29.7,12.0,11.0,0,23,5.3,0,0,0,0.0,489
Richarlison de Andrade,5,8,125,2817,54,384.7,497.0,1217.0,4,304,209.3,8,0,4,6.5,501
Riyad Mahrez,18,17,315,5774,99,1726.1,1539.0,1830.0,28,1119,510.40000000000003,18,0,6,16.4,375
Rob Holding,0,1,59,1629,25,88.5,384.2,124.0,4,367,59.7,7,0,6,4.0,495
Robbie Brady,2,7,95,1996,23,730.9,425.0,337.0,11,359,148.9,7,0,4,0.6000000000000001,727
Robert Elliot,0,0,57,1440,21,0.0,364.2,0.0,4,280,36.5,3,0,0,13.6,286
Robert Kenedy Nunes do Nascimento,2,2,54,1113,12,235.9,238.20000000000002,299.0,5,179,77.4,6,0,1,2.0,204
Robert Snodgrass,7,6,133,2548,56,1050.1,550.2,538.0,16,503,212.3,3,0,2,6.8999999999999995,603
Roberto Firmino,26,19,361,5822,71,1961.8,1820.6,2910.0,46,1397,669.5999999999999,27,0,6,44.900000000000006,444
Roberto Pereyra,7,6,124,2646,51,609.9000000000001,514.0,613.0,7,485,173.5,4,1,5,0.4,954
Romelu Lukaku,41,13,383,6132,68,1273.8,2002.6,3004.0,51,1417,627.3,27,0,7,54.1,428
Ross Barkley,5,11,147,3029,40,1272.3,713.4,1018.0,11,545,300.40000000000003,12,0,5,6.8,283
Ruben Loftus-Cheek,2,5,83,1906,30,380.9,383.0,512.0,2,353,127.9,6,0,1,3.6,196
Ryan Bertrand,2,10,226,5642,85,1031.5,1032.6,541.0,13,1128,260.8,20,0,5,9.1,603
Ryan Fraser,8,12,197,3767,70,1183.1,831.2,745.0,21,735,275.7,9,0,3,1.9,583
Sadio Mané,23,15,303,4431,50,1399.8000000000002,1404.4,2038.0,22,1001,484.0,23,1,7,16.3,442
Salomón Rondón,15,6,221,5657,92,817.5,866.5999999999999,2321.0,15,558,397.4,12,0,6,5.300000000000001,884
Sam Baldock,0,0,2,30,1,0.8,0.4,6.0,0,4,0.7,0,0,0,0.0,73
Sam Byram,0,1,34,1495,34,155.8,273.2,108.0,2,239,53.9,3,1,6,0.4,902
Sam McQueen,0,1,37,758,11,92.6,153.0,33.0,2,181,28.0,2,0,0,0.2,906
Sam Surridge,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,679
Sam Vokes,14,6,184,3041,50,376.1,708.4,1291.0,19,564,235.7,7,0,3,5.300000000000001,158
Samir Nasri,0,0,1,16,0,12.3,4.8,41.0,0,0,5.8,0,0,0,0.2,229
Sandro Ramírez,0,0,10,275,7,28.3,8.8,67.0,0,21,9.8,1,0,0,0.4,160
Scott Dann,4,1,93,3186,62,135.39999999999998,801.2,694.0,4,521,163.0,3,0,6,2.4,222
Scott Malone,0,1,41,1110,23,146.8,221.6,97.0,4,211,46.5,3,0,3,0.2,462
Scott McTominay,0,0,24,726,3,72.7,100.4,28.0,0,112,20.0,5,0,3,0.8,950
Sead Kolasinac,2,4,108,2146,30,334.9,443.2,404.0,6,510,118.3,10,0,3,6.1,13
Seamus Coleman,4,5,172,3351,40,422.59999999999997,823.6,366.0,15,746,161.5,14,0,3,4.5,265
Sebastian Prödl,1,2,109,4336,78,137.2,900.4,391.0,3,708,143.1,10,1,15,1.0,809
Serge Aurier,2,2,77,1427,13,236.5,367.2,209.0,9,335,81.4,6,1,1,0.7,532
Sergio Agüero,41,11,344,4364,42,1089.0,1838.1999999999998,3337.0,54,1380,626.4,21,1,6,28.3,496
Sergio Romero,0,0,30,270,0,0.0,103.6,0.0,3,106,10.3,3,0,0,0.8999999999999999,504
Shane Duffy,0,2,100,3292,52,98.9,1027.6,361.0,7,614,148.9,10,0,8,2.9,56
Shane Long,5,4,110,2832,51,533.5,437.2,1096.0,2,326,204.7,6,0,8,3.5,638
Shinji Okazaki,9,4,139,2879,45,490.1,528.8,979.0,10,495,198.3,12,0,3,4.5,397
Shkodran Mustafi,5,3,199,4546,60,289.6,1434.8000000000002,566.0,21,1123,229.4,18,0,17,5.6,567
Simon Francis,0,2,145,5646,101,709.5999999999999,1475.0,293.0,10,1130,248.3,14,2,12,2.7,63
Simon Mignolet,0,0,177,4230,54,0.0,742.2,0.0,7,835,74.0,16,0,3,4.6,401
Sofiane Boufal,3,3,95,2310,46,680.2,486.4,662.0,3,375,182.3,4,0,6,0.30000000000000004,873
Solomon March,1,3,74,1838,29,320.9,357.4,316.0,3,303,99.8,6,0,3,0.2,66
Stefano Okaka,5,1,67,1401,32,271.6,272.0,639.0,4,209,116.89999999999999,4,0,7,0.4,970
Stephen Ward,2,2,193,5690,80,680.8,1143.0,210.0,12,1080,203.7,17,0,6,10.1,135
Steve Cook,4,1,195,6184,120,131.8,1993.0,662.0,26,1272,278.79999999999995,15,0,10,4.300000000000001,65
Steve Mounie,7,2,92,1849,32,270.7,377.0,600.0,12,269,124.5,6,0,2,1.7,188
Steven Davis,3,5,148,4158,58,923.8,782.8,505.0,6,787,221.4,14,0,3,1.8,621
Steven Defour,2,4,116,3066,30,697.2,603.0,213.0,6,598,151.7,17,0,7,0.5,610
Sullay Kaikai,0,0,2,37,0,2.1,5.2,4.0,0,6,1.1,0,0,0,0.1,1009
Sung-yueng Ki,2,3,114,3156,57,549.0,467.6,229.0,9,560,124.1,9,0,5,1.0,735
Tammy Abraham,5,3,86,1715,31,182.6,269.2,693.0,11,238,114.2,4,0,0,3.4,374
Terence Kongolo,0,0,30,1047,14,52.2,268.0,47.0,2,182,36.7,2,0,0,0.0,591
Theo Walcott,13,6,184,3130,43,515.4,858.4,1429.0,10,606,280.0,12,0,3,6.300000000000001,28
Thibaut Courtois,0,0,277,6390,62,0.0,1066.6,0.0,4,1258,107.2,31,0,3,24.4,167
Tiemoué Bakayoko,2,2,77,2121,24,279.5,415.4,434.0,5,346,113.2,11,1,3,1.2,463
Timothy Fosu-Mensah,0,0,48,1689,29,106.60000000000001,339.40000000000003,51.0,3,315,49.8,3,0,2,1.2,522
Toby Alderweireld,1,0,163,3778,30,170.0,867.5999999999999,413.0,7,858,145.39999999999998,19,0,4,14.6,759
Tom Cleverley,1,5,113,3748,73,902.9000000000001,587.4,217.0,3,594,170.8,9,1,5,0.5,543
Tom Davies,4,5,129,3436,41,453.29999999999995,501.8,426.0,3,471,136.7,14,0,11,2.6999999999999997,668
Tom Heaton,0,0,157,3455,52,30.3,1055.0,0.0,21,789,108.5,10,0,1,20.3,128
Tom Ince,2,1,82,2450,39,331.3,253.0,794.0,3,269,138.0,7,0,0,0.4,182
Tomer Hemed,2,2,43,842,8,66.1,152.0,227.0,5,110,44.2,3,0,0,1.0,72
Tommy Smith,0,1,50,1902,31,251.6,322.0,50.0,2,311,62.8,5,0,7,0.2,166
Trent Alexander-Arnold,1,2,91,1740,19,419.4,390.59999999999997,190.0,10,417,100.19999999999999,8,0,3,5.5,746
Troy Deeney,15,6,203,4780,82,905.3,960.4,1466.0,25,682,332.1,12,1,8,5.6,842
Tyias Browning,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,2.0,130
Tyrone Mings,0,0,7,707,21,33.1,172.0,55.0,2,129,26.099999999999998,0,0,1,0.2,71
Vicente Iborra,3,0,58,1411,23,131.6,341.6,150.0,6,293,62.3,3,0,0,0.1,208
Victor Lindelöf,0,0,47,1284,14,37.7,272.8,8.0,1,297,32.0,5,0,1,1.3,273
Victor Moses,6,9,236,4594,35,814.3,945.6,1165.0,15,962,292.6,28,0,7,5.1,194
Victor Wanyama,5,2,135,3849,36,582.8,815.6,557.0,8,752,195.5,14,0,12,3.1999999999999997,789
Vincent Janssen,2,3,56,846,8,241.3,158.0,501.0,3,136,89.4,3,0,0,0.9,800
Vincent Kompany,4,1,117,2214,17,109.4,648.6,239.0,8,553,99.80000000000001,11,0,11,6.1,466
Virgil van Dijk,1,0,153,4105,51,203.7,1147.2,509.0,19,916,186.2,15,1,4,12.6,614
Wayne Hennessey,0,0,191,5040,87,41.1,1204.1999999999998,0.0,15,1003,124.6,14,0,2,6.2,215
Wes Morgan,1,1,124,5247,97,110.4,1010.0,442.0,1,750,156.5,10,0,7,13.200000000000001,358
Wesley Hoedt,0,2,74,2520,42,130.9,661.6,146.0,11,532,93.8,5,0,7,0.1,525
Wilfred Ndidi,2,7,137,4417,73,324.5,954.0,656.0,6,737,193.60000000000002,13,2,6,1.1,834
Wilfried Zaha,16,18,285,5568,87,1323.3,1408.4,1990.0,21,885,472.2,17,0,13,22.5,237
Will Hughes,2,3,53,987,16,267.0,238.6,136.0,5,190,64.3,4,0,0,0.3,416
Willian Borges Da Silva,14,11,244,3408,38,1700.9,1131.4,1237.0,26,963,406.6,15,0,4,16.1,192
Willy Caballero,0,0,75,1722,17,0.0,321.8,0.0,1,349,32.3,7,0,0,3.9,315
Winston Reid,2,3,144,4039,75,153.2,1116.0,205.0,19,886,147.6,14,1,13,3.0,895
Xherdan Shaqiri,12,11,235,4738,79,1824.5,1011.6,1129.0,27,829,396.79999999999995,14,0,7,11.6,675
Yannick Bolasie,2,5,80,1896,28,435.7,336.6,456.0,3,252,122.6,6,0,3,1.9,256
Yohan Benalouane,0,0,28,1007,17,23.3,183.0,72.0,0,163,28.0,4,0,4,1.1,369
Younes Kaboul,2,0,64,2061,39,32.4,490.59999999999997,245.0,1,377,76.8,5,0,2,0.7,739
Álvaro Morata,11,6,122,2055,19,478.9,620.6,1192.0,13,356,228.8,11,0,7,7.6,472
